date,totalBorrow,totalValueLocked,utilizationRate,liquidity
09/08/2022,165045473.0237156635377668973663253,381413233.6921913771849517706072731,0.43272088759487276,216367760.6684757
10/08/2022,164742071.1782128822412595203068832,380433622.0903586686346631180648304,0.4330376223663117,215691550.9121458
11/08/2022,172507276.8404247173326124037442877,399495545.2254021788359904716459171,0.43181276713134104,226988268.38497746
12/08/2022,182043595.0499814367059426568495564,409986696.8235627062123339071105204,0.4440231755332386,227943101.77358124
13/08/2022,186186213.8572074278512630921879947,420326589.8992313633995935084579753,0.4429560687603501,234140376.04202396
14/08/2022,181375045.0640601840659210891824454,414545975.7517287550355630419264919,0.4375269708870254,233170930.6876686
15/08/2022,178495628.4353746265031780710609985,408266292.6847765786821500046044669,0.4372039319278105,229770664.249402
16/08/2022,170209100.5644018062966084303406291,397727957.164458218610830859896382,0.4279535735377569,227518856.6000564
17/08/2022,171467542.3139951995891627816200907,398322656.8873349543356182801535603,0.4304739872291387,226855114.57333973
18/08/2022,170141739.1573409802095707826456838,413104444.5872112799329894605192748,0.4118613134926512,242962705.42987028
19/08/2022,172792818.2013547411588621087035614,417805267.0123278785185907722054766,0.4135726182605933,245012448.8109731
20/08/2022,160618708.8910096041273934396384943,372486832.3565595458094680040589059,0.43120640768653756,211868123.46554998
21/08/2022,158124321.2127912844856748965000284,370154626.6779885976143884767378002,0.427184505653497,212030305.4651973
22/08/2022,160274366.0058218459710100338918918,374615227.6661979945861310684468345,0.42783729589506914,214340861.66037616
23/08/2022,154753977.3650873818628308742097523,367319203.1138431394938989498404598,0.4213065259131702,212565225.74875575
24/08/2022,169323779.376482192156495822339941,386792937.8312783039539444495196825,0.4377633684985799,217469158.45479614
25/08/2022,169217687.2653595210151405576977748,387054855.0200790607388532312205684,0.43719303625988903,217837167.75471956
26/08/2022,187979648.1353862872620505061174299,406910033.447570446174651185819896,0.46196857458322443,218930385.31218415
27/08/2022,180312453.1923185126615219007490293,390087738.0573902204811488818548438,0.4622356347068533,209775284.8650717
28/08/2022,184621256.6164344413538677447520746,392898290.8143757095934759348633881,0.46989579983604085,208277034.19794124
29/08/2022,183971452.9016920316196444945395727,391140663.5267323514237117011977533,0.47034601629732775,207169210.6250403
30/08/2022,183861285.1432282781243263503746319,397956520.6759088547654341907702367,0.4620135004471073,214095235.53268057
31/08/2022,182740454.101112934308771593090733,396402196.3774548386789037382866848,0.4609975821806678,213661742.2763419
01/09/2022,189962428.1981110763957929755723055,406871639.5615876376741243035673734,0.4668854000313205,216909211.36347654
02/09/2022,189016513.2808400229668373143193597,401558516.3256640911480216146027229,0.47070727078677504,212542003.0448241
03/09/2022,192543314.387534914342112365179964,428513249.2689324717105079928146082,0.4493287307125849,235969934.88139755
04/09/2022,191813998.797561242593034036754227,425688233.3123688714352210140811262,0.45059737100322583,233874234.51480764
05/09/2022,190864021.5342732638544596925758322,433986217.4153796882517796423749171,0.4397928180092232,243122195.88110644
06/09/2022,200948652.992216723341924957294424,442972900.3979651430380776079595995,0.453636447763927,242024247.4057484
07/09/2022,261855256.8570831657191268257910294,500996954.2716023929612246822404473,0.5226683608042958,239141697.41451922
08/09/2022,235684162.1088970411289256259691908,475829041.6893377244389809538954716,0.4953126889274068,240144879.5804407
09/09/2022,255148688.557371242996817953285319,496618252.9273259971802963080865964,0.5137722728743703,241469564.3699548
10/09/2022,259849344.7260056342231710318140705,513923621.8810810264604495459264794,0.5056186049103875,254074277.1550754
11/09/2022,223586719.2043422227183302822002983,490866218.478803489016363996409301,0.45549420756074516,267279499.2744613
12/09/2022,213792931.8976504960902526596696177,445166730.5817090393089533748472638,0.48025361557967877,231373798.68405852
13/09/2022,195562180.946873438508545033546599,425768216.7350346188354269467010028,0.4593160627313247,230206035.78816122
14/09/2022,195317880.1535980170429098455116856,410079332.7473848850969482368864725,0.47629291348344244,214761452.5937869
15/09/2022,216118244.1109773023569284687550656,438442769.97756396403888353173978,0.49292235819520186,222324525.8665867
16/09/2022,237064900.5629940014980552915717838,489018063.9328074935829394177534334,0.4847773897276061,251953163.3698135
17/09/2022,273630605.7551468505919829421693368,537982200.0361839545934006687544036,0.5086239019371698,264351594.2810371
18/09/2022,281820863.2244800486141178511089258,549860419.6540224354481347349125808,0.5125316410331998,268039556.42954242
19/09/2022,272600332.2308301114866520660198033,539301849.5825315410334821915369818,0.5054689362586972,266701517.35170144
20/09/2022,274198376.9317044177618856384834863,547802288.9823705958308679472691139,0.5005425907238745,273603912.0506662
21/09/2022,260541356.3860585157588606898314151,530689262.1670685739993807084583697,0.4909489883442118,270147905.7810101
22/09/2022,253926163.0368801909874793949857346,519106984.0620076210149788464403185,0.48915959683283433,265180821.0251274
23/09/2022,256902137.0265423807430202891988635,526549912.0967380201985441296378966,0.48789702765982834,269647775.0701957
